"id","attrition_flag","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio"
8175,0,46,"F","High School","Less than $40K",1,2,3759,0,0.722,15331,106,0.767,0
3361,0,50,"F","Uneducated","Less than $40K",3,3,1438.3,0,0.679,4594,86,0.72,0
8531,1,52,"M","Unknown","$80K - $120K",6,4,7904,0,0.712,2094,32,0.231,0
6798,0,43,"M","Unknown","$60K - $80K",3,1,4556,0,0.961,4273,82,0.64,0
6187,1,46,"M","Doctorate","$80K - $120K",5,3,9949,0,0.574,2207,40,0.481,0
9169,0,33,"F","Graduate","$40K - $60K",2,2,4883,0,0.724,4613,82,1,0
6318,0,47,"F","Post-Graduate","Less than $40K",1,3,8257,961,0.741,13769,104,0.857,0.116
5289,0,47,"F","Doctorate","Less than $40K",4,3,1438.3,772,1.451,2250,40,0.905,0.537
1638,1,37,"F","Post-Graduate","$40K - $60K",2,2,3233,2517,0,1339,32,0,0.779
1355,0,37,"M","High School","$40K - $60K",6,3,3216,0,0.683,4039,81,1.077,0
8926,0,46,"F","Graduate","Less than $40K",5,1,1555,1366,0.704,5490,86,0.755,0.878
478,0,38,"F","Graduate","Less than $40K",3,1,1461,0,0.681,4769,76,0.949,0
3332,0,52,"F","Graduate","$40K - $60K",4,2,3035,1960,0.566,4104,79,0.927,0.646
5450,0,52,"F","Unknown","$40K - $60K",5,1,1611,938,0.601,4087,86,0.911,0.582
2481,0,53,"F","Graduate","Less than $40K",5,1,4840,2517,0.445,1637,22,1,0.52
9761,0,45,"M","Graduate","$80K - $120K",5,2,24487,2517,0.912,1512,42,0.909,0.103
822,1,43,"M","Unknown","$40K - $60K",2,2,1438.3,0,0.694,891,28,0.4,0
1894,0,54,"F","Graduate","Less than $40K",4,3,12547,1378,1.12,3360,56,0.75,0.11
177,0,45,"F","Doctorate","Unknown",6,3,12587,815,0.576,3914,83,0.766,0.065
6612,0,41,"M","High School","$80K - $120K",6,2,12084,1638,0.695,4506,90,0.957,0.136
1413,0,60,"F","High School","Less than $40K",2,3,3845,1460,0.857,14432,106,0.828,0.38
3581,0,42,"M","Uneducated","$120K +",5,3,6748,1467,0.831,1201,42,0.68,0.217
5471,1,41,"F","College","$40K - $60K",5,2,3281,0,0.875,2907,45,0.406,0
3634,0,47,"F","College","Less than $40K",4,3,1789,1088,0.683,4191,90,0.525,0.608
8649,1,49,"M","Doctorate","$40K - $60K",5,2,4354,0,0.738,2750,59,0.686,0
5504,0,32,"M","Graduate","Less than $40K",6,3,6942,0,0.544,2657,71,0.69,0
4077,0,59,"M","Unknown","$60K - $80K",5,3,1438.3,642,0.926,5177,79,0.646,0.446
2322,0,43,"M","High School","$60K - $80K",6,2,11550,1505,1.034,3891,76,0.9,0.13
5660,1,38,"F","College","Less than $40K",2,2,7385,1817,1.029,5070,50,0.389,0.246
4025,0,58,"F","College","Less than $40K",3,3,3846,1285,0.608,1815,47,0.621,0.334
4983,0,51,"M","Doctorate","$80K - $120K",2,3,31346,1318,0.862,13303,92,0.804,0.042
4770,1,44,"F","Graduate","Less than $40K",6,3,1545,0,0.749,2646,39,0.444,0
7663,0,41,"F","College","$40K - $60K",2,1,3104,1954,0.473,4699,77,0.925,0.63
9439,0,55,"F","Graduate","Less than $40K",4,2,1438.3,739,0.727,4078,77,0.54,0.514
1130,0,45,"M","Graduate","$60K - $80K",3,2,30428,1721,0.717,4178,69,0.605,0.057
9279,0,39,"F","Graduate","Less than $40K",5,2,10190,891,0.678,3768,59,0.967,0.087
2105,0,45,"M","College","$120K +",3,2,11962,1025,0.694,1907,52,0.926,0.086
10069,0,49,"F","Uneducated","Less than $40K",4,1,1902,0,0.693,3731,53,0.893,0
2521,0,49,"F","High School","Unknown",6,2,34516,2019,0.614,3820,72,0.532,0.058
1622,0,56,"M","Graduate","$120K +",3,3,3296,1435,0.968,4327,66,0.737,0.435
1833,1,51,"F","Graduate","Less than $40K",6,3,13199,781,0.411,1927,44,0.63,0.059
5009,1,56,"F","High School","$40K - $60K",5,2,1438.3,0,0.597,594,14,0.556,0
1883,0,59,"M","Graduate","$60K - $80K",2,3,17218,1829,0.638,7971,97,0.83,0.106
5435,0,52,"F","Graduate","Less than $40K",4,4,2577,879,0.74,5021,75,0.744,0.341
9435,0,38,"F","High School","Less than $40K",2,6,3416,2517,0.925,14230,105,0.78,0.737
5240,0,40,"M","Unknown","$60K - $80K",2,2,20929,1652,0.523,4001,76,0.689,0.079
9390,0,50,"M","College","$80K - $120K",5,3,17158,1211,0.778,4153,91,0.685,0.071
2751,1,62,"F","High School","$40K - $60K",2,1,5249,0,0.758,1315,31,0.722,0
7900,0,36,"M","Unknown","$60K - $80K",4,2,7381,1608,0.784,5638,86,0.654,0.218
4730,0,62,"F","Unknown","Less than $40K",3,1,2064,1282,0.455,1475,27,0.929,0.621
3748,0,35,"F","Unknown","Less than $40K",6,1,2592,2227,0.633,1695,48,0.548,0.859
4521,0,37,"M","Graduate","$60K - $80K",5,3,3351,1847,0.67,1910,43,0.593,0.551
7505,1,38,"M","Uneducated","$80K - $120K",5,2,5768,0,0.924,9867,78,0.902,0
2004,0,41,"M","Unknown","$80K - $120K",5,2,30733,1153,0.987,3455,80,0.702,0.038
4460,0,39,"M","Unknown","$40K - $60K",3,1,4562,1721,0.896,1896,50,1.5,0.377
9284,0,46,"M","Graduate","$40K - $60K",2,2,6903,2091,0.919,15751,107,0.911,0.303
4662,0,54,"M","High School","$120K +",5,3,2884,1144,0.783,4887,90,0.698,0.397
6857,0,47,"M","High School","$80K - $120K",4,3,17655,0,0.583,3692,79,0.549,0
1032,0,49,"F","College","Less than $40K",4,2,2097,1250,0.699,4148,71,0.543,0.596
6,0,43,"M","Graduate","$120K +",5,1,28612,2517,0.712,14727,105,0.641,0.088
1279,1,43,"F","High School","Less than $40K",3,3,7084,0,0.523,2287,44,0.294,0
2706,0,53,"M","High School","$60K - $80K",4,4,1590,0,0.556,4229,73,1.086,0
4149,0,50,"F","Graduate","$40K - $60K",6,2,2339,1440,0.431,893,22,0.375,0.616
4998,1,43,"M","Post-Graduate","$40K - $60K",6,2,9422,2108,0.891,4633,58,0.611,0.224
3765,0,54,"M","Graduate","$120K +",1,3,8426,0,0.96,14378,103,0.717,0
9009,1,50,"F","High School","Less than $40K",6,2,2897,1506,0.618,2214,46,0.484,0.52
724,1,38,"F","Uneducated","$40K - $60K",3,2,2435,2432,0.12,1460,32,0.103,0.999
2371,0,52,"F","Graduate","Unknown",6,2,7608,2373,0.95,4921,81,0.62,0.312
9956,1,56,"M","Graduate","$60K - $80K",6,3,6224,0,0.92,8979,68,0.581,0
2561,0,48,"M","High School","$80K - $120K",3,2,10227,1695,0.875,3577,82,0.783,0.166
9212,0,51,"F","High School","Less than $40K",2,1,1438.3,0,0.765,4866,65,0.625,0
10095,0,33,"F","Graduate","Less than $40K",3,1,6803,2296,0.754,2603,47,1.043,0.337
979,0,48,"F","High School","Less than $40K",1,3,3520,2149,0.539,3630,78,0.696,0.611
8077,0,53,"F","Unknown","$40K - $60K",6,3,2192,1146,0.622,4756,85,0.735,0.523
9630,0,38,"F","Graduate","Less than $40K",3,3,2484,2149,0.669,1200,28,0.647,0.865
6894,0,58,"M","Doctorate","Less than $40K",6,4,1438.3,0,0.808,4082,82,0.822,0
3848,0,47,"F","Uneducated","Less than $40K",4,1,1611,746,0.993,1413,29,0.706,0.463
815,1,47,"M","Graduate","$80K - $120K",3,3,12933,2239,0.445,6564,56,0.514,0.173
310,1,39,"M","High School","$40K - $60K",5,3,2220,0,0.872,2859,55,0.833,0
6725,0,42,"F","Post-Graduate","Less than $40K",5,2,2120,1527,0.744,4741,86,0.72,0.72
9553,0,49,"M","High School","$120K +",6,2,1438.3,1058,0.56,4109,72,0.8,0.736
6746,0,52,"F","High School","Less than $40K",1,1,2563,1765,0.857,4515,77,0.925,0.689
3702,0,37,"M","Graduate","$60K - $80K",3,1,4940,1199,1.57,3246,57,0.9,0.243
3270,1,47,"M","High School","$80K - $120K",2,2,9410,0,0.586,2178,41,0.864,0
59,1,48,"M","Unknown","$80K - $120K",3,3,32838,1717,0.995,2538,42,0.4,0.052
8923,0,48,"M","Unknown","$60K - $80K",3,3,11367,1999,0.661,4175,63,0.537,0.176
5228,0,52,"M","Post-Graduate","$80K - $120K",5,2,6849,2126,0.611,1651,43,0.344,0.31
7121,0,38,"F","High School","Less than $40K",4,2,1438.3,1003,0.629,4247,84,0.714,0.697
4551,0,49,"F","Graduate","Less than $40K",4,5,2285,1931,0.69,4944,78,0.66,0.845
855,0,57,"F","Graduate","Less than $40K",5,1,7882,1101,0.682,14651,120,0.6,0.14
228,0,47,"F","Graduate","Less than $40K",6,2,5145,0,0.693,1588,35,0.944,0
1584,0,35,"F","Unknown","Less than $40K",4,2,1438.3,856,0.792,4432,92,0.736,0.595
6119,0,53,"F","High School","Less than $40K",1,2,9678,1710,0.745,7682,90,0.579,0.177
4369,0,49,"M","Graduate","$60K - $80K",2,2,1687,1107,1.715,1670,17,2.4,0.656
3219,0,37,"M","College","$60K - $80K",5,1,15936,827,1.085,2477,49,1.042,0.052
2572,0,49,"M","Post-Graduate","$60K - $80K",5,3,2608,1589,0.982,2073,47,0.516,0.609
6958,0,47,"M","Doctorate","$60K - $80K",5,2,20979,1800,0.906,1178,27,0.929,0.086
9090,0,40,"M","Graduate","$120K +",5,3,25188,1295,0.557,1513,38,0.583,0.051
5636,0,56,"F","Graduate","Less than $40K",5,4,1438.3,0,0.796,3778,72,1.118,0
929,0,47,"M","Graduate","$60K - $80K",3,2,34516,1679,0.623,1060,27,0.5,0.049
5381,0,49,"F","Graduate","$40K - $60K",1,3,5400,1426,0.595,4643,80,0.702,0.264
8335,0,42,"M","High School","$60K - $80K",1,2,4162,1641,0.719,3967,75,0.923,0.394
1482,0,57,"F","Graduate","Less than $40K",6,5,1438.3,876,0.693,4815,62,0.676,0.609
4073,0,39,"F","Unknown","$40K - $60K",6,1,11213,0,0.563,1257,23,0.643,0
1143,0,52,"F","Graduate","$40K - $60K",5,2,10859,1710,0.974,3987,64,0.829,0.157
594,0,51,"M","Graduate","$40K - $60K",3,3,22722,1790,0.813,15817,121,0.754,0.079
4556,0,50,"M","Graduate","$60K - $80K",4,2,21872,1118,0.658,1806,31,0.409,0.051
4530,0,44,"F","High School","Less than $40K",4,2,2485,1489,0.779,3697,77,0.833,0.599
8871,0,38,"F","Uneducated","Less than $40K",1,1,3629,1891,0.917,15982,113,0.687,0.521
9194,0,46,"M","Doctorate","$120K +",3,2,3104,862,1.057,2781,74,0.682,0.278
6718,0,54,"F","Unknown","Less than $40K",4,3,2611,1573,0.902,4899,68,0.581,0.602
9355,0,53,"M","Graduate","$60K - $80K",5,3,8404,1498,0.922,4811,56,0.556,0.178
8613,0,45,"M","Uneducated","$40K - $60K",6,4,2811,1630,0.847,4275,78,0.733,0.58
3462,0,47,"M","Unknown","$60K - $80K",5,3,1591,894,0.786,3698,79,1.026,0.562
5099,0,33,"F","Graduate","Unknown",4,2,2613,1599,0.749,1387,31,0.722,0.612
3364,0,51,"M","High School","$120K +",6,3,34516,2274,0.788,1795,47,0.679,0.066
1351,0,36,"M","Uneducated","$40K - $60K",5,3,3735,2027,0.79,1672,48,0.655,0.543
637,0,50,"F","Graduate","Less than $40K",2,3,1912,0,0.728,4851,87,0.642,0
9550,0,46,"M","Graduate","$60K - $80K",1,3,6272,1434,1.172,4514,66,1.2,0.229
3613,1,54,"M","Graduate","$80K - $120K",2,3,34516,761,0.838,8444,68,0.744,0.022
3148,0,51,"F","High School","Less than $40K",4,3,2827,1308,0.79,3291,55,0.618,0.463
8601,0,49,"M","High School","$80K - $120K",6,2,2292,0,0.976,2584,60,0.5,0
4677,1,27,"F","High School","Less than $40K",6,1,1438.3,0,0.781,2641,40,0.6,0
4166,0,42,"M","Post-Graduate","$80K - $120K",6,2,13908,0,0.719,4319,81,0.976,0
10064,0,46,"F","Uneducated","Less than $40K",6,5,2069,1101,0.741,7307,82,0.745,0.532
3129,0,43,"M","High School","$40K - $60K",2,2,7139,1512,1.106,14802,112,0.75,0.212
1165,0,32,"F","Unknown","Less than $40K",3,2,1438.3,0,0.686,4593,79,0.612,0
430,0,33,"F","Graduate","Less than $40K",3,2,3792,1625,0.618,1888,39,0.625,0.429
9841,0,46,"F","Graduate","Less than $40K",4,3,2888,2245,0.772,1111,26,0.368,0.777
8738,1,59,"F","Unknown","$40K - $60K",2,4,1852,0,0.902,2851,49,0.75,0
3217,0,49,"M","Graduate","$80K - $120K",1,2,20701,2517,1.023,14374,113,0.823,0.122
5876,0,42,"M","Uneducated","$80K - $120K",4,3,17506,1979,0.447,4199,73,0.659,0.113
1802,0,40,"F","Doctorate","Less than $40K",6,3,3125,2041,0.675,4372,68,0.659,0.653
3450,0,44,"M","High School","$60K - $80K",3,2,5947,995,0.724,4984,90,0.765,0.167
1930,0,46,"M","College","$80K - $120K",5,3,13734,568,0.719,4283,67,0.861,0.041
7645,0,48,"M","High School","$60K - $80K",6,3,16575,0,0.76,3982,77,0.878,0
4927,0,46,"F","Doctorate","Less than $40K",3,3,2406,1705,0.624,4665,89,0.816,0.709
5145,0,54,"M","Doctorate","$120K +",3,3,21592,1676,1.097,1873,52,0.529,0.078
7748,0,48,"M","Graduate","$80K - $120K",1,2,27984,1793,0.754,8147,81,0.588,0.064
8789,1,45,"F","College","Unknown",5,3,4345,2198,0.465,1918,31,0.292,0.506
4732,0,49,"F","Post-Graduate","$40K - $60K",5,2,1994,0,0.829,4434,69,0.568,0
5536,0,53,"F","Doctorate","Unknown",3,2,4500,0,0.761,4579,78,0.814,0
2334,0,49,"F","Unknown","Less than $40K",1,1,3767,1106,0.944,15578,126,0.826,0.294
531,0,42,"M","Uneducated","$60K - $80K",3,2,18570,1892,0.748,4036,78,0.773,0.102
8154,0,60,"M","Unknown","$60K - $80K",4,1,2759,2501,0.505,1650,34,0.7,0.906
6885,0,54,"F","Doctorate","Less than $40K",4,1,3186,968,0.696,4077,75,0.63,0.304
3073,0,47,"F","Uneducated","Less than $40K",1,6,2291,1419,0.725,4498,81,0.761,0.619
3560,0,48,"M","Doctorate","$60K - $80K",2,1,8086,0,0.792,4775,78,0.66,0
2773,0,42,"F","Graduate","Less than $40K",5,2,5596,1086,0.587,3896,65,0.757,0.194
335,1,43,"F","Graduate","Less than $40K",4,2,3523,0,0.973,3174,44,0.222,0
8129,0,35,"M","Graduate","$80K - $120K",3,2,6510,2055,1.042,2238,49,0.531,0.316
1942,0,60,"F","Uneducated","$40K - $60K",4,2,2802,2517,0.664,4392,81,0.723,0.898
9177,0,38,"F","Uneducated","Less than $40K",1,3,1736,1319,0.667,5045,86,0.755,0.76
5483,0,44,"F","High School","Less than $40K",3,3,2608,1804,0.847,4671,61,0.694,0.692
5282,0,52,"F","College","Unknown",5,3,10317,642,0.553,3939,60,0.875,0.062
8063,1,40,"M","High School","$80K - $120K",1,3,29715,0,0.399,2128,39,0.345,0
1367,0,51,"M","Uneducated","$60K - $80K",4,2,21800,893,0.445,3820,62,0.676,0.041
9256,0,45,"M","Doctorate","$120K +",1,3,34516,1411,0.701,8007,96,0.778,0.041
7720,0,57,"F","Graduate","Less than $40K",1,2,6482,1686,0.753,7544,101,0.629,0.26
391,0,46,"M","High School","$60K - $80K",5,2,23996,2517,0.488,1339,29,0.381,0.105
908,0,37,"F","Graduate","Less than $40K",3,3,3992,1289,1.008,2181,32,0.6,0.323
3020,0,53,"M","High School","$120K +",6,2,4182,741,0.885,1297,24,1.182,0.177
7569,0,40,"F","High School","$40K - $60K",2,2,19000,1568,0.688,8443,97,0.865,0.083
6880,1,49,"M","Graduate","$120K +",6,2,26723,0,0.716,2138,43,0.593,0
1208,0,39,"M","Graduate","$80K - $120K",6,2,8434,2222,0.691,1414,27,0.929,0.263
7583,0,30,"M","High School","Less than $40K",4,2,2997,1393,1.12,1577,35,0.522,0.465
8778,0,36,"F","College","Less than $40K",6,1,5383,737,0.956,2934,80,0.633,0.137
9759,0,63,"M","Doctorate","Less than $40K",5,2,7098,2224,0.864,3465,59,0.788,0.313
5451,1,31,"F","Graduate","Unknown",2,2,1623,0,0.501,2126,45,0.364,0
5777,0,44,"F","Graduate","$40K - $60K",3,3,3897,2296,0.746,4627,77,0.791,0.589
7736,0,46,"M","Graduate","$80K - $120K",2,1,2171,1043,0.7,4531,88,0.833,0.48
9027,0,51,"F","Uneducated","Unknown",1,3,19387,810,0.746,7604,87,0.642,0.042
7324,0,52,"F","High School","Less than $40K",3,1,1960,1428,0.57,3782,64,0.641,0.729
3890,0,43,"F","Unknown","Less than $40K",6,0,3139,1089,1.034,4648,80,0.778,0.347
6388,0,52,"M","Doctorate","$80K - $120K",4,2,12878,1628,0.542,1968,59,0.735,0.126
3809,0,42,"F","Graduate","Less than $40K",6,2,1438.3,0,0.46,4482,74,0.644,0
5024,1,58,"F","Unknown","Less than $40K",2,2,1508,0,0.458,1990,31,0.192,0
7629,0,53,"M","High School","$120K +",1,6,34516,831,0.727,13247,107,0.754,0.024
2891,0,47,"M","Unknown","$60K - $80K",3,2,2589,1693,0.878,4259,83,0.766,0.654
2449,0,45,"F","High School","Unknown",6,3,23000,1097,1.095,3886,70,0.667,0.048
1431,0,56,"F","Graduate","Less than $40K",3,6,2463,1621,0.568,4118,70,0.591,0.658
4114,0,57,"F","Doctorate","Less than $40K",5,1,2504,1915,0.897,4847,86,0.654,0.765
3787,0,57,"M","Post-Graduate","$60K - $80K",6,1,3478,2517,0.685,1409,49,0.75,0.724
8949,0,50,"F","Graduate","Less than $40K",3,2,1606,0,0.824,4129,68,0.744,0
6837,0,33,"M","Graduate","$60K - $80K",5,3,20791,0,0.744,2883,93,0.755,0
10112,0,65,"M","Doctorate","Unknown",3,2,28410,1608,0.913,2278,77,1.139,0.057
141,0,49,"M","Uneducated","$120K +",2,2,12055,1858,0.645,7222,93,0.5,0.154
5310,0,48,"M","College","Less than $40K",2,3,6797,2239,0.922,16171,112,0.778,0.329
8925,0,59,"M","Unknown","$80K - $120K",3,2,34516,1359,1.327,1033,26,1.364,0.039
9875,0,48,"M","High School","$80K - $120K",5,1,8091,1996,0.646,1360,28,0.647,0.247
1439,0,48,"M","Uneducated","$60K - $80K",3,2,17131,1213,0.604,1371,37,0.423,0.071
8413,0,44,"F","Doctorate","$40K - $60K",1,3,6329,1643,0.706,8514,109,0.73,0.26
7678,0,46,"M","Unknown","$60K - $80K",6,1,2695,1657,0.813,4068,53,0.963,0.615
4972,0,50,"M","Uneducated","$60K - $80K",6,1,4092,996,0.644,2298,48,0.655,0.243
7496,0,47,"F","Uneducated","Less than $40K",5,1,1438.3,0,0.647,4443,86,0.83,0
7124,0,45,"M","High School","$60K - $80K",3,1,15626,1148,1.028,3386,65,0.711,0.073
3803,1,52,"F","High School","Less than $40K",3,3,1795,0,0.718,2281,55,0.618,0
674,0,44,"F","Uneducated","Unknown",5,1,7627,1742,0.771,4349,75,0.705,0.228
4990,0,48,"M","Uneducated","$120K +",4,2,20912,0,0.725,4172,84,0.787,0
2464,0,53,"M","College","$120K +",4,4,34516,1073,0.558,4485,86,0.755,0.031
7264,0,45,"M","Graduate","$60K - $80K",5,1,13362,0,0.682,4155,79,0.795,0
5515,0,43,"M","College","$80K - $120K",2,2,5390,1324,0.611,7739,106,0.472,0.246
1906,1,40,"F","Unknown","Less than $40K",2,3,1535,0,0.544,1921,41,0.464,0
8663,0,54,"M","High School","$60K - $80K",4,1,20050,1225,0.907,1306,26,0.238,0.061
5970,0,44,"F","Graduate","Less than $40K",6,4,7000,2517,0.475,1112,23,1.875,0.36
8759,0,56,"F","High School","Less than $40K",3,1,5319,921,0.866,15048,110,0.618,0.173
7840,1,55,"F","Doctorate","Unknown",1,3,12972,1424,0.525,2238,36,0.2,0.11
1117,0,40,"M","Graduate","$40K - $60K",6,3,6990,1378,0.73,1479,29,0.611,0.197
3822,0,57,"M","College","$60K - $80K",6,3,16791,1181,0.55,2983,74,0.682,0.07
4892,0,48,"M","Post-Graduate","$60K - $80K",4,3,12391,784,0.875,4376,86,0.72,0.063
5219,1,56,"M","Graduate","$120K +",1,3,15769,0,1.041,602,15,0.364,0
2116,1,40,"F","Uneducated","Less than $40K",5,2,3680,0,0.729,2725,41,0.577,0
677,0,41,"M","High School","$120K +",3,2,18214,1998,0.829,1344,21,1.1,0.11
555,0,33,"M","High School","$80K - $120K",5,3,9094,0,0.631,4203,76,0.727,0
1912,0,46,"F","College","Less than $40K",4,3,1438.3,0,0.906,4311,77,0.833,0
3001,0,40,"M","Uneducated","$80K - $120K",4,2,9124,2126,0.449,4564,65,0.548,0.233
3714,0,39,"F","High School","Less than $40K",2,1,1621,0,0.779,7400,86,0.686,0
8774,0,47,"F","Uneducated","Unknown",6,2,12581,1235,0.611,4427,76,1.303,0.098
6328,0,46,"F","Graduate","Less than $40K",5,3,1438.3,576,0.774,5098,66,0.833,0.4
8705,0,45,"F","Graduate","Unknown",4,1,3416,727,0.58,4121,83,0.729,0.213
8526,1,59,"M","Uneducated","$40K - $60K",1,2,14458,2017,0.99,8696,72,0.895,0.14
5105,0,34,"F","Graduate","$40K - $60K",6,2,2275,1468,0.757,4977,88,0.692,0.645
7070,1,57,"M","Uneducated","$60K - $80K",4,3,32182,0,0.52,1937,46,0.704,0
888,0,52,"M","Graduate","$80K - $120K",5,2,17302,1339,0.631,1181,30,1,0.077
1486,0,45,"F","Graduate","Unknown",2,3,12406,1980,0.791,8113,90,0.5,0.16
4397,0,51,"M","High School","$60K - $80K",3,1,3031,1787,1.006,4690,85,0.7,0.59
7634,0,44,"F","College","Less than $40K",1,2,7926,1051,0.729,7677,87,0.554,0.133
4023,1,57,"M","Graduate","$80K - $120K",2,3,10244,861,0.78,1127,29,0.381,0.084
9559,1,39,"F","High School","Less than $40K",6,1,3651,0,0.977,862,19,1.111,0
5540,0,48,"F","Post-Graduate","Less than $40K",3,3,1438.3,665,0.75,4100,84,0.615,0.462
170,0,50,"F","Graduate","Less than $40K",6,3,3026,1888,0.762,3687,58,0.812,0.624
7738,0,43,"M","Post-Graduate","$60K - $80K",1,1,13553,1448,0.925,8751,94,0.808,0.107
2051,0,42,"M","High School","$60K - $80K",3,3,5951,0,0.742,4160,84,0.867,0
9946,0,53,"M","Graduate","$120K +",4,3,21006,1905,0.701,1856,57,0.781,0.091
181,1,51,"M","Unknown","$120K +",2,4,14938,0,0.758,8192,80,0.778,0
9619,0,31,"M","College","$40K - $60K",3,1,11109,2045,0.625,13988,92,0.84,0.184
4081,0,56,"M","Graduate","$40K - $60K",3,5,3059,2387,0.808,4774,81,0.761,0.78
1518,0,35,"M","Unknown","$80K - $120K",6,2,2263,1188,0.84,1927,47,0.382,0.525
2973,0,37,"F","Graduate","Less than $40K",4,3,1825,1389,1.595,2878,54,0.636,0.761
8811,0,43,"M","Unknown","$80K - $120K",5,1,21165,735,0.624,3343,60,0.667,0.035
6658,1,61,"F","Graduate","Less than $40K",6,2,1438.3,0,0.94,840,20,0.818,0
6608,1,41,"M","Unknown","$80K - $120K",1,2,4428,0,0.865,2331,36,0.286,0
2431,1,62,"F","High School","Less than $40K",2,3,1930,0,0.331,1971,45,0.25,0
9686,0,49,"F","Graduate","Less than $40K",2,3,2174,785,0.657,3890,78,0.66,0.361
8460,1,48,"M","Doctorate","$40K - $60K",6,3,2760,0,0.576,1759,34,0.214,0
1283,0,40,"M","College","$60K - $80K",3,3,19666,1180,0.898,3391,54,0.636,0.06
8558,0,52,"F","Graduate","Less than $40K",3,1,1793,1284,0.902,3989,62,0.938,0.716
9585,0,28,"M","High School","Less than $40K",6,3,2295,1015,1.04,3366,82,0.708,0.442
9443,1,31,"M","Post-Graduate","Less than $40K",1,2,3768,0,0.799,6639,71,1.152,0
775,1,47,"M","Unknown","$120K +",1,3,3952,0,0.809,2066,37,0.233,0
3405,0,54,"F","Unknown","Less than $40K",5,3,4597,1316,0.646,3507,68,0.511,0.286
9032,0,55,"M","Uneducated","$60K - $80K",2,1,17540,1337,0.734,14244,96,0.6,0.076
4650,0,53,"F","Graduate","Less than $40K",2,3,1438.3,630,0.667,4704,79,0.756,0.438
3359,0,43,"F","Graduate","Less than $40K",3,3,2642,2377,0.829,4780,88,0.725,0.9
4811,1,35,"F","Graduate","Less than $40K",2,2,1649,0,0.683,2549,54,0.588,0
95,1,44,"F","College","Less than $40K",5,4,7499,1083,0.716,2478,45,0.667,0.144
9252,0,43,"F","Uneducated","$40K - $60K",6,3,2162,1377,0.6,1555,29,0.706,0.637
5742,0,38,"M","High School","$80K - $120K",1,3,34516,0,0.768,14036,99,0.768,0
6551,0,40,"M","Graduate","$80K - $120K",3,2,1804,1040,1.002,5308,78,0.773,0.576
2433,1,40,"M","Graduate","$80K - $120K",3,1,34516,0,0.64,1028,26,0.3,0
9530,0,51,"M","High School","$60K - $80K",5,3,7119,1513,0.925,4969,84,0.909,0.213
3178,0,45,"M","College","$60K - $80K",6,3,23218,1814,1.178,1749,37,2.083,0.078
5720,0,39,"F","Post-Graduate","Less than $40K",4,2,6205,2517,0.939,1204,19,0.727,0.406
6293,0,52,"M","Uneducated","$120K +",5,2,29695,1525,0.529,4109,71,0.614,0.051
6053,0,43,"M","Uneducated","$60K - $80K",1,3,29856,1576,0.8,14887,119,0.545,0.053
5930,0,46,"M","Uneducated","$80K - $120K",4,3,19843,1178,0.909,1638,49,0.633,0.059
9154,0,50,"M","High School","$60K - $80K",6,3,21869,950,0.866,4233,71,0.775,0.043
3729,0,57,"F","Post-Graduate","Less than $40K",4,3,2525,1203,0.725,4360,78,0.857,0.476
3150,0,49,"M","College","$60K - $80K",5,3,34516,1255,0.731,3847,73,0.698,0.036
6153,1,41,"F","High School","Less than $40K",3,3,3952,0,1.002,8241,82,0.952,0
3427,0,46,"F","College","Unknown",2,3,2168,1334,0.622,4043,73,0.738,0.615
1686,0,49,"M","College","$80K - $120K",2,3,31091,966,0.57,14565,108,0.742,0.031
283,0,36,"F","Graduate","Less than $40K",4,3,4824,2517,0.838,1516,32,0.391,0.522
2500,1,33,"F","College","Unknown",3,1,2299,0,0.663,2323,47,0.469,0
9327,0,31,"M","Unknown","$80K - $120K",6,3,34516,1180,0.801,2329,69,0.605,0.034
9396,0,31,"M","Graduate","Less than $40K",4,3,6933,1870,0.656,15585,115,0.917,0.27
6396,0,48,"M","College","Less than $40K",4,3,3305,2517,0.766,2027,57,1.036,0.762
6423,1,49,"F","Doctorate","Less than $40K",3,4,7066,0,0.479,1695,38,0.31,0
5209,0,48,"M","Graduate","$80K - $120K",3,2,34516,0,0.448,1122,13,0.182,0
5322,0,44,"F","Graduate","Unknown",5,1,7751,1965,0.782,4543,90,0.731,0.254
5655,0,58,"F","Uneducated","$40K - $60K",5,1,2406,0,1.016,4450,73,0.698,0
9288,0,46,"M","Graduate","$60K - $80K",6,3,28829,0,0.463,4540,78,0.56,0
2853,0,44,"F","College","Unknown",5,3,2002,1448,0.734,3406,62,0.632,0.723
6087,0,40,"F","High School","Less than $40K",5,2,8793,918,0.471,5342,64,0.684,0.104
1951,0,36,"M","College","$40K - $60K",4,3,3877,1495,0.783,1942,42,0.75,0.386
5174,0,41,"M","Graduate","Less than $40K",3,2,2683,1738,0.745,2274,52,0.733,0.648
392,0,40,"M","High School","$40K - $60K",6,4,2441,1656,0.762,3903,62,0.824,0.678
8776,0,53,"F","College","$40K - $60K",4,4,1525,1411,0.66,1911,47,0.958,0.925
5478,0,44,"M","High School","$80K - $120K",6,3,34516,1259,0.547,3275,67,0.595,0.036
8675,0,41,"F","Graduate","$40K - $60K",4,1,5654,2470,0.637,15123,111,0.881,0.437
